Numero de Documento,Expediente,Placa,Vigencia,Nombre Completo,SADE,Valor Embargo,Fecha Generacion MP
1000000883,076-2017-000883,BHZ883,2017,JORGE ADRIANA ROMERO BELTRAN,SADE-0000883,10700000,2017-10-14
1000000884,076-2010-000884,BIA884,2010,CATALINA LILIANA MORENO JIMENEZ,SADE-0000884,12800000,2010-07-03
1000000885,076-2012-000885,BIB885,2012,MONICA PATRICIA BERMUDEZ BERMUDEZ,SADE-0000885,9200000,2012-09-23
1000000886,076-2010-000886,BIC886,2010,GLORIA JORGE CASTILLO GAVIRIA,SADE-0000886,3400000,2010-10-20
1000000887,076-2014-000887,BID887,2014,GERMAN ALEXANDRA HERRERA PRADA,SADE-0000887,5000000,2014-05-13
1000000888,076-2008-000888,BIE888,2008,ALEJANDRO PEDRO REYES MONTOYA,SADE-0000888,8800000,2008-08-21
1000000889,076-2017-000889,BIF889,2017,LUISA ANA PENA CASTRO,SADE-0000889,500000,2017-03-22
1000000890,076-2009-000890,BIG890,2009,JULIAN ESPERANZA MEDINA MONTOYA,SADE-0000890,11900000,2009-04-07
1000000891,076-2017-000891,BIH891,2017,GERMAN ADRIANA CASTILLO CARDENAS,SADE-0000891,11600000,2017-12-12
1000000892,076-2008-000892,BII892,2008,PATRICIA JUAN AGUILAR BUITRAGO,SADE-0000892,10800000,2008-03-28
1000000893,076-2011-000893,BIJ893,2011,LUISA BEATRIZ MORENO DIAZ,SADE-0000893,500000,2011-12-18
1000000894,076-2020-000894,BIK894,2020,RODRIGO SANDRA MEDINA LOPEZ,SADE-0000894,6500000,2020-07-23
1000000895,076-2016-000895,BIL895,2016,PAOLA GERMAN MONTOYA RESTREPO,SADE-0000895,10200000,2016-07-18
1000000896,076-2010-000896,BIM896,2010,GLORIA ANDRES CASTRO VARGAS,SADE-0000896,14700000,2010-07-27
1000000897,076-2021-000897,BIN897,2021,BEATRIZ CAMILO MORALES MEDINA,SADE-0000897,3700000,2021-03-01
1000000898,076-2008-000898,BIO898,2008,MARIA CLAUDIA GAVIRIA BERMUDEZ,SADE-0000898,3900000,2008-02-05
1000000899,076-2017-000899,BIP899,2017,CAMILO SOFIA REYES BERMUDEZ,SADE-0000899,5100000,2017-08-17
1000000900,076-2013-000900,BIQ900,2013,ALEXANDRA JULIAN MONTOYA PALACIOS,SADE-0000900,6200000,2013-03-14
1000000901,076-2016-000901,BIR901,2016,JUAN FERNANDO GAVIRIA ACOSTA,SADE-0000901,13300000,2016-05-14
1000000902,076-2021-000902,BIS902,2021,ESPERANZA FERNANDO SALAZAR RUIZ,SADE-0000902,1400000,2021-10-16
1000000903,076-2018-000903,BIT903,2018,BEATRIZ SANDRA ROJAS CUELLAR,SADE-0000903,2500000,2018-03-24
1000000904,076-2018-000904,BIU904,2018,MAURICIO YOLANDA BELTRAN SANCHEZ,SADE-0000904,2500000,2018-09-20
1000000905,076-2008-000905,BIV905,2008,LILIANA ANDRES TORRES ROMERO,SADE-0000905,8400000,2008-10-02
1000000906,076-2021-000906,BIW906,2021,NUBIA ESPERANZA GOMEZ CUELLAR,SADE-0000906,12100000,2021-09-16
1000000907,076-2016-000907,BIX907,2016,NUBIA CAMILO PALACIOS MEDINA,SADE-0000907,7900000,2016-03-02
1000000908,076-2018-000908,BIY908,2018,ALEJANDRO ADRIANA CASTILLO ORTIZ,SADE-0000908,2000000,2018-11-16
1000000909,076-2016-000909,BIZ909,2016,HERNANDO FERNANDO DIAZ MEDINA,SADE-0000909,1100000,2016-05-16
1000000910,076-2008-000910,BJA910,2008,DIEGO VALENTINA TORRES NAVARRO,SADE-0000910,6900000,2008-03-20
1000000911,076-2011-000911,BJB911,2011,YOLANDA WILLIAM GOMEZ MARTINEZ,SADE-0000911,4900000,2011-10-24
1000000912,076-2009-000912,BJC912,2009,JULIAN BEATRIZ SUAREZ ORTIZ,SADE-0000912,6500000,2009-08-06
1000000913,076-2019-000913,BJD913,2019,MAURICIO CARLOS CORREA RAMIREZ,SADE-0000913,4200000,2019-10-27
1000000914,076-2009-000914,BJE914,2009,FELIPE CAMILO MONTOYA ACOSTA,SADE-0000914,11700000,2009-12-21
1000000915,076-2009-000915,BJF915,2009,MONICA FERNANDO PALACIOS DIAZ,SADE-0000915,7200000,2009-02-02
1000000916,076-2009-000916,BJG916,2009,SOFIA PAOLA CUELLAR CARDENAS,SADE-0000916,12600000,2009-12-25
1000000917,076-2021-000917,BJH917,2021,ESPERANZA FABIO MONTOYA MONTOYA,SADE-0000917,12600000,2021-05-05
1000000918,076-2015-000918,BJI918,2015,DIANA JUAN MEDINA PRADA,SADE-0000918,10200000,2015-11-11
1000000919,076-2015-000919,BJJ919,2015,CARLOS PEDRO ROMERO PALACIOS,SADE-0000919,11500000,2015-10-21
1000000920,076-2020-000920,BJK920,2020,YOLANDA NUBIA NAVARRO NAVARRO,SADE-0000920,3000000,2020-05-21
1000000921,076-2016-000921,BJL921,2016,PAOLA SOFIA ACOSTA ROJAS,SADE-0000921,5400000,2016-09-11
1000000922,076-2017-000922,BJM922,2017,GLORIA GERMAN MORENO GOMEZ,SADE-0000922,700000,2017-02-01
1000000923,076-2013-000923,BJN923,2013,PEDRO MAURICIO HERRERA PRADA,SADE-0000923,9400000,2013-04-24
1000000924,076-2011-000924,BJO924,2011,WILLIAM RICARDO RUIZ LOPEZ,SADE-0000924,2800000,2011-01-20
1000000925,076-2017-000925,BJP925,2017,MONICA ALEJANDRO MARTINEZ MARTINEZ,SADE-0000925,2700000,2017-10-05
1000000926,076-2013-000926,BJQ926,2013,FERNANDO GLORIA MARTINEZ SUAREZ,SADE-0000926,6900000,2013-05-15
1000000927,076-2017-000927,BJR927,2017,JORGE SOFIA NAVARRO BERMUDEZ,SADE-0000927,8700000,2017-05-06
1000000928,076-2019-000928,BJS928,2019,JORGE YOLANDA DIAZ MONTOYA,SADE-0000928,10400000,2019-06-02
1000000929,076-2011-000929,BJT929,2011,WILLIAM GLORIA PRADA TORRES,SADE-0000929,13000000,2011-04-20
1000000930,076-2013-000930,BJU930,2013,GLORIA FELIPE HERRERA MORALES,SADE-0000930,14300000,2013-07-07
1000000931,076-2016-000931,BJV931,2016,PEDRO JULIAN ORTIZ HERRERA,SADE-0000931,1300000,2016-02-03
1000000932,076-2016-000932,BJW932,2016,WILLIAM JULIAN LOPEZ GAVIRIA,SADE-0000932,4300000,2016-11-21
1000000933,076-2007-000933,BJX933,2007,CARLOS ALVARO NAVARRO MORALES,SADE-0000933,8900000,2007-07-19
1000000934,076-2007-000934,BJY934,2007,VALENTINA FELIPE CUELLAR BERMUDEZ,SADE-0000934,10800000,2007-12-25
1000000935,076-2019-000935,BJZ935,2019,JORGE ESPERANZA RIOS GOMEZ,SADE-0000935,10300000,2019-12-27
1000000936,076-2019-000936,BKA936,2019,ANDRES SANDRA CASTILLO ROMERO,SADE-0000936,9600000,2019-06-22
1000000937,076-2011-000937,BKB937,2011,PAOLA LUISA RAMIREZ SALAZAR,SADE-0000937,14100000,2011-06-03
1000000938,076-2020-000938,BKC938,2020,SOFIA OSCAR VARGAS SUAREZ,SADE-0000938,14600000,2020-01-13
1000000939,076-2017-000939,BKD939,2017,RICARDO ADRIANA MONTOYA HERRERA,SADE-0000939,9600000,2017-08-03
1000000940,076-2021-000940,BKE940,2021,JULIAN RICARDO CASTRO RUIZ,SADE-0000940,5400000,2021-01-24
1000000941,076-2016-000941,BKF941,2016,LILIANA FELIPE MONTOYA TORRES,SADE-0000941,14300000,2016-11-10
1000000942,076-2014-000942,BKG942,2014,ESPERANZA JULIAN LOPEZ RUIZ,SADE-0000942,9100000,2014-01-11
1000000943,076-2019-000943,BKH943,2019,CARLOS PAOLA MARTINEZ PENA,SADE-0000943,13800000,2019-08-22
1000000944,076-2020-000944,BKI944,2020,ESPERANZA CLAUDIA ROJAS RIOS,SADE-0000944,2300000,2020-01-24
1000000945,076-2009-000945,BKJ945,2009,FELIPE MARIA CUELLAR AGUILAR,SADE-0000945,1600000,2009-04-23
1000000946,076-2017-000946,BKK946,2017,DIEGO JUAN SUAREZ DIAZ,SADE-0000946,8300000,2017-02-15
1000000947,076-2016-000947,BKL947,2016,HERNANDO PATRICIA TORRES HERRERA,SADE-0000947,3400000,2016-08-20
1000000948,076-2019-000948,BKM948,2019,CATALINA FABIO TORRES VARGAS,SADE-0000948,11400000,2019-06-26
1000000949,076-2020-000949,BKN949,2020,PAOLA GERMAN MARTINEZ CASTILLO,SADE-0000949,14400000,2020-03-11
1000000950,076-2020-000950,BKO950,2020,MONICA CARLOS ROJAS SUAREZ,SADE-0000950,9000000,2020-02-04
1000000951,076-2011-000951,BKP951,2011,CLAUDIA CAMILO JIMENEZ SALAZAR,SADE-0000951,14600000,2011-03-15
1000000952,076-2010-000952,BKQ952,2010,PATRICIA CARLOS CASTRO HERRERA,SADE-0000952,10100000,2010-03-01
1000000953,076-2021-000953,BKR953,2021,FELIPE ANA GOMEZ GOMEZ,SADE-0000953,5000000,2021-02-23
1000000954,076-2017-000954,BKS954,2017,PATRICIA OSCAR QUINTERO CUELLAR,SADE-0000954,3700000,2017-04-05
1000000955,076-2017-000955,BKT955,2017,YOLANDA MAURICIO PRADA QUINTERO,SADE-0000955,6600000,2017-03-20
1000000956,076-2018-000956,BKU956,2018,CARLOS ALEJANDRO SUAREZ GAVIRIA,SADE-0000956,2700000,2018-11-27
1000000957,076-2019-000957,BKV957,2019,ADRIANA RODRIGO QUINTERO GOMEZ,SADE-0000957,14700000,2019-04-07
1000000958,076-2008-000958,BKW958,2008,MAURICIO PEDRO AGUILAR SALAZAR,SADE-0000958,14300000,2008-09-08
1000000959,076-2014-000959,BKX959,2014,MONICA YOLANDA DIAZ VARGAS,SADE-0000959,3300000,2014-03-22
1000000960,076-2020-000960,BKY960,2020,ANDRES FELIPE SUAREZ JIMENEZ,SADE-0000960,1600000,2020-01-21
1000000961,076-2012-000961,BKZ961,2012,OSCAR MONICA BERMUDEZ ORTIZ,SADE-0000961,9000000,2012-10-26
1000000962,076-2021-000962,BLA962,2021,SOFIA CARLOS HERRERA DIAZ,SADE-0000962,14200000,2021-03-06
1000000963,076-2019-000963,BLB963,2019,MARIA FELIPE BUITRAGO MARTINEZ,SADE-0000963,2300000,2019-04-24
1000000964,076-2014-000964,BLC964,2014,PATRICIA PATRICIA GUTIERREZ QUINTERO,SADE-0000964,5500000,2014-12-22
1000000965,076-2021-000965,BLD965,2021,GERMAN FABIO MARTINEZ GUTIERREZ,SADE-0000965,6300000,2021-02-08
1000000966,076-2018-000966,BLE966,2018,CAMILO RICARDO MONTOYA RIOS,SADE-0000966,2300000,2018-08-19
1000000967,076-2014-000967,BLF967,2014,LUISA DIANA MORALES PENA,SADE-0000967,12100000,2014-03-13
1000000968,076-2012-000968,BLG968,2012,DIEGO SOFIA VARGAS PALACIOS,SADE-0000968,7400000,2012-04-11
1000000969,076-2009-000969,BLH969,2009,CARLOS FERNANDO DIAZ NAVARRO,SADE-0000969,3900000,2009-02-28
1000000970,076-2014-000970,BLI970,2014,SOFIA CAMILO JIMENEZ CORREA,SADE-0000970,6100000,2014-05-20
1000000971,076-2009-000971,BLJ971,2009,CATALINA HERNANDO CASTILLO MORENO,SADE-0000971,6300000,2009-02-14
1000000972,076-2020-000972,BLK972,2020,MAURICIO FELIPE PENA ROJAS,SADE-0000972,12600000,2020-08-09
1000000973,076-2007-000973,BLL973,2007,DIANA LILIANA ACOSTA GUTIERREZ,SADE-0000973,11600000,2007-10-08
1000000974,076-2021-000974,BLM974,2021,PATRICIA CLAUDIA CASTILLO GOMEZ,SADE-0000974,11100000,2021-01-02
1000000975,076-2014-000975,BLN975,2014,VALENTINA CARLOS BERMUDEZ SANCHEZ,SADE-0000975,10500000,2014-08-26
1000000976,076-2019-000976,BLO976,2019,PEDRO JULIAN GAVIRIA ACOSTA,SADE-0000976,2600000,2019-09-25
1000000977,076-2007-000977,BLP977,2007,CAMILO MONICA CASTRO PALACIOS,SADE-0000977,8000000,2007-04-21
1000000978,076-2008-000978,BLQ978,2008,MARIA ANDRES CARDENAS JIMENEZ,SADE-0000978,12200000,2008-10-24
1000000979,076-2016-000979,BLR979,2016,MARIA SOFIA BELTRAN CASTRO,SADE-0000979,10800000,2016-03-26
1000000980,076-2020-000980,BLS980,2020,BEATRIZ SOFIA GOMEZ TORRES,SADE-0000980,10300000,2020-12-11
1000000981,076-2015-000981,BLT981,2015,CARLOS OSCAR BERMUDEZ NAVARRO,SADE-0000981,14300000,2015-10-26
1000000982,076-2010-000982,BLU982,2010,ANA CATALINA CORREA DIAZ,SADE-0000982,13600000,2010-11-12
1000000983,076-2021-000983,BLV983,2021,LUISA SANDRA MONTOYA SALAZAR,SADE-0000983,12400000,2021-10-02
1000000984,076-2012-000984,BLW984,2012,BEATRIZ GLORIA MORENO TORRES,SADE-0000984,14800000,2012-12-25
1000000985,076-2010-000985,BLX985,2010,DIEGO NUBIA ACOSTA ROMERO,SADE-0000985,3400000,2010-11-16
1000000986,076-2018-000986,BLY986,2018,PATRICIA MONICA RIOS GUTIERREZ,SADE-0000986,9500000,2018-05-17
1000000987,076-2017-000987,BLZ987,2017,DIANA YOLANDA DIAZ TORRES,SADE-0000987,10000000,2017-06-15
1000000988,076-2014-000988,BMA988,2014,VALENTINA MAURICIO MARTINEZ CUELLAR,SADE-0000988,14100000,2014-11-27
1000000989,076-2015-000989,BMB989,2015,OSCAR JULIAN AGUILAR SALAZAR,SADE-0000989,2100000,2015-04-15
1000000990,076-2008-000990,BMC990,2008,ANA PAOLA SUAREZ MEDINA,SADE-0000990,2400000,2008-02-06
1000000991,076-2011-000991,BMD991,2011,SANDRA CLAUDIA GAVIRIA MORALES,SADE-0000991,5700000,2011-09-21
1000000992,076-2007-000992,BME992,2007,OSCAR CAMILO ROMERO CASTRO,SADE-0000992,12600000,2007-06-14
1000000993,076-2014-000993,BMF993,2014,MARIA OSCAR VARGAS TORRES,SADE-0000993,1000000,2014-04-27
1000000994,076-2015-000994,BMG994,2015,NUBIA CAMILO ROJAS CORREA,SADE-0000994,8800000,2015-08-19
1000000995,076-2017-000995,BMH995,2017,MAURICIO ALEXANDRA PRADA BELTRAN,SADE-0000995,8200000,2017-10-05
1000000996,076-2021-000996,BMI996,2021,ADRIANA HERNANDO ORTIZ RIOS,SADE-0000996,12800000,2021-06-10
1000000997,076-2019-000997,BMJ997,2019,LUISA CLAUDIA PALACIOS MEDINA,SADE-0000997,12100000,2019-03-20
1000000998,076-2021-000998,BMK998,2021,HERNANDO ESPERANZA MEDINA SUAREZ,SADE-0000998,4900000,2021-12-23
1000000999,076-2021-000999,BML999,2021,CLAUDIA HERNANDO ACOSTA MARTINEZ,SADE-0000999,1500000,2021-06-19
1000001000,076-2009-001000,BMM000,2009,JULIAN WILLIAM SALAZAR SUAREZ,SADE-0001000,5700000,2009-09-23
1000001001,076-2007-001001,BMN001,2007,GERMAN RODRIGO MORALES SALAZAR,SADE-0001001,11900000,2007-09-06
1000001002,076-2015-001002,BMO002,2015,ADRIANA SANDRA LOPEZ RESTREPO,SADE-0001002,13200000,2015-03-15
1000001003,076-2021-001003,BMP003,2021,GERMAN CLAUDIA GOMEZ ROMERO,SADE-0001003,13400000,2021-06-21
1000001004,076-2018-001004,BMQ004,2018,OSCAR ANDRES MEDINA CASTILLO,SADE-0001004,4200000,2018-10-24
1000001005,076-2021-001005,BMR005,2021,JULIAN NUBIA MARTINEZ CUELLAR,SADE-0001005,1500000,2021-03-22
1000001006,076-2015-001006,BMS006,2015,SANDRA ADRIANA LOPEZ RESTREPO,SADE-0001006,6100000,2015-08-12
1000001007,076-2008-001007,BMT007,2008,GERMAN LUISA REYES VARGAS,SADE-0001007,13900000,2008-04-26
1000001008,076-2021-001008,BMU008,2021,YOLANDA RICARDO LOPEZ RAMIREZ,SADE-0001008,14200000,2021-08-22
1000001009,076-2017-001009,BMV009,2017,ANA VALENTINA RESTREPO VARGAS,SADE-0001009,13000000,2017-06-20
1000001010,076-2016-001010,BMW010,2016,VALENTINA LUISA SALAZAR RESTREPO,SADE-0001010,4200000,2016-12-28
1000001011,076-2013-001011,BMX011,2013,BEATRIZ ALVARO SALAZAR GOMEZ,SADE-0001011,7700000,2013-06-12
1000001012,076-2011-001012,BMY012,2011,JULIAN ALEXANDRA RAMIREZ PENA,SADE-0001012,11800000,2011-12-14
1000001013,076-2019-001013,BMZ013,2019,JULIAN OSCAR JIMENEZ BERMUDEZ,SADE-0001013,11100000,2019-03-27
1000001014,076-2016-001014,BNA014,2016,ALEJANDRO ANA MORALES PENA,SADE-0001014,8200000,2016-08-28
1000001015,076-2015-001015,BNB015,2015,NUBIA JORGE ROJAS MONTOYA,SADE-0001015,2700000,2015-01-14
1000001016,076-2017-001016,BNC016,2017,YOLANDA CAMILO SUAREZ MORENO,SADE-0001016,12300000,2017-12-19
1000001017,076-2019-001017,BND017,2019,DIEGO RICARDO SUAREZ MONTOYA,SADE-0001017,7900000,2019-09-16
1000001018,076-2007-001018,BNE018,2007,ADRIANA PATRICIA CARDENAS GAVIRIA,SADE-0001018,14800000,2007-12-15
1000001019,076-2010-001019,BNF019,2010,MARIA JUAN MORALES ORTIZ,SADE-0001019,8100000,2010-11-27
1000001020,076-2017-001020,BNG020,2017,ANDRES SANDRA MEDINA QUINTERO,SADE-0001020,5000000,2017-08-23
1000001021,076-2017-001021,BNH021,2017,LILIANA MARIA MARTINEZ NAVARRO,SADE-0001021,13100000,2017-02-20
1000001022,076-2018-001022,BNI022,2018,BEATRIZ PATRICIA CUELLAR CASTILLO,SADE-0001022,11600000,2018-05-21
1000001023,076-2017-001023,BNJ023,2017,ANDRES SANDRA SALAZAR BUITRAGO,SADE-0001023,900000,2017-05-06
1000001024,076-2016-001024,BNK024,2016,LUISA CLAUDIA GUTIERREZ BELTRAN,SADE-0001024,3900000,2016-06-06
1000001025,076-2007-001025,BNL025,2007,YOLANDA BEATRIZ QUINTERO PALACIOS,SADE-0001025,1700000,2007-05-10
1000001026,076-2015-001026,BNM026,2015,JORGE VALENTINA VARGAS SUAREZ,SADE-0001026,2900000,2015-10-25
1000001027,076-2009-001027,BNN027,2009,ESPERANZA GERMAN GUTIERREZ CARDENAS,SADE-0001027,7400000,2009-11-23
1000001028,076-2018-001028,BNO028,2018,BEATRIZ PEDRO ROMERO ROJAS,SADE-0001028,9500000,2018-03-01
1000001029,076-2009-001029,BNP029,2009,MAURICIO OSCAR SALAZAR GAVIRIA,SADE-0001029,11000000,2009-06-06
1000001030,076-2008-001030,BNQ030,2008,MONICA CLAUDIA BUITRAGO RIOS,SADE-0001030,5300000,2008-09-20
1000001031,076-2018-001031,BNR031,2018,MAURICIO ESPERANZA MORENO MARTINEZ,SADE-0001031,11100000,2018-08-03
1000001032,076-2008-001032,BNS032,2008,DIEGO MARIA CUELLAR PALACIOS,SADE-0001032,8400000,2008-12-12
1000001033,076-2009-001033,BNT033,2009,JULIAN ALEJANDRO SANCHEZ CORREA,SADE-0001033,4900000,2009-12-10
1000001034,076-2007-001034,BNU034,2007,SANDRA FABIO CASTRO MORALES,SADE-0001034,6300000,2007-05-05
1000001035,076-2010-001035,BNV035,2010,DIEGO ANA BERMUDEZ MARTINEZ,SADE-0001035,2400000,2010-01-25
1000001036,076-2014-001036,BNW036,2014,DIANA CARLOS VARGAS HERRERA,SADE-0001036,1300000,2014-11-17
1000001037,076-2016-001037,BNX037,2016,LUISA ANDRES MARTINEZ ORTIZ,SADE-0001037,1600000,2016-02-10
1000001038,076-2017-001038,BNY038,2017,JUAN PEDRO MARTINEZ REYES,SADE-0001038,5700000,2017-10-07
1000001039,076-2009-001039,BNZ039,2009,RODRIGO MARIA RAMIREZ MORALES,SADE-0001039,7600000,2009-10-12
1000001040,076-2012-001040,BOA040,2012,HERNANDO VALENTINA AGUILAR ACOSTA,SADE-0001040,13400000,2012-10-03
1000001041,076-2008-001041,BOB041,2008,PATRICIA JUAN SANCHEZ PENA,SADE-0001041,5400000,2008-05-06
1000001042,076-2021-001042,BOC042,2021,ESPERANZA JUAN HERRERA PENA,SADE-0001042,13400000,2021-12-16
1000001043,076-2012-001043,BOD043,2012,PATRICIA GLORIA PRADA HERRERA,SADE-0001043,5100000,2012-06-13
1000001044,076-2013-001044,BOE044,2013,MONICA VALENTINA RIOS QUINTERO,SADE-0001044,3300000,2013-06-04
1000001045,076-2014-001045,BOF045,2014,SANDRA MAURICIO CASTRO GAVIRIA,SADE-0001045,9700000,2014-12-10
1000001046,076-2015-001046,BOG046,2015,CARLOS ANA GUTIERREZ GAVIRIA,SADE-0001046,3400000,2015-07-10
1000001047,076-2014-001047,BOH047,2014,ALEJANDRO ADRIANA PRADA RIOS,SADE-0001047,14600000,2014-07-10
1000001048,076-2020-001048,BOI048,2020,DIANA RICARDO TORRES CUELLAR,SADE-0001048,9900000,2020-03-01
1000001049,076-2017-001049,BOJ049,2017,FELIPE PEDRO RESTREPO PRADA,SADE-0001049,13800000,2017-11-22
1000001050,076-2008-001050,BOK050,2008,SANDRA CLAUDIA RESTREPO RESTREPO,SADE-0001050,3100000,2008-12-06
1000001051,076-2008-001051,BOL051,2008,BEATRIZ RICARDO CORREA VARGAS,SADE-0001051,10800000,2008-02-08
1000001052,076-2020-001052,BOM052,2020,DIANA FELIPE NAVARRO ROJAS,SADE-0001052,7400000,2020-11-13
1000001053,076-2012-001053,BON053,2012,ANDRES ALEJANDRO RESTREPO GAVIRIA,SADE-0001053,13500000,2012-05-05
1000001054,076-2019-001054,BOO054,2019,SOFIA PEDRO MARTINEZ ORTIZ,SADE-0001054,13000000,2019-08-08
1000001055,076-2017-001055,BOP055,2017,DIEGO MARIA HERRERA DIAZ,SADE-0001055,2200000,2017-08-22
1000001056,076-2007-001056,BOQ056,2007,GLORIA ALVARO REYES GUTIERREZ,SADE-0001056,4400000,2007-05-20
1000001057,076-2016-001057,BOR057,2016,PEDRO JORGE SANCHEZ GAVIRIA,SADE-0001057,12400000,2016-04-10
1000001058,076-2017-001058,BOS058,2017,FELIPE FELIPE BUITRAGO ORTIZ,SADE-0001058,14300000,2017-06-26
1000001059,076-2020-001059,BOT059,2020,ESPERANZA ESPERANZA LOPEZ RUIZ,SADE-0001059,11500000,2020-02-13
1000001060,076-2014-001060,BOU060,2014,GERMAN ALVARO PRADA BELTRAN,SADE-0001060,1400000,2014-01-06
1000001061,076-2015-001061,BOV061,2015,ADRIANA HERNANDO GAVIRIA BERMUDEZ,SADE-0001061,3900000,2015-05-23
1000001062,076-2013-001062,BOW062,2013,FELIPE SANDRA CASTILLO GAVIRIA,SADE-0001062,14600000,2013-11-18
1000001063,076-2016-001063,BOX063,2016,ANDRES ANDRES MORENO JIMENEZ,SADE-0001063,13400000,2016-01-13
1000001064,076-2011-001064,BOY064,2011,FELIPE PATRICIA MONTOYA AGUILAR,SADE-0001064,9500000,2011-05-11
1000001065,076-2007-001065,BOZ065,2007,MARIA PATRICIA RUIZ CASTRO,SADE-0001065,9800000,2007-06-26
1000001066,076-2018-001066,BPA066,2018,PATRICIA MARIA CORREA MONTOYA,SADE-0001066,2900000,2018-07-12
1000001067,076-2012-001067,BPB067,2012,CAMILO RODRIGO DIAZ ACOSTA,SADE-0001067,6800000,2012-04-21
1000001068,076-2011-001068,BPC068,2011,PATRICIA ANA TORRES CARDENAS,SADE-0001068,3400000,2011-06-06
1000001069,076-2007-001069,BPD069,2007,ESPERANZA GERMAN RUIZ BELTRAN,SADE-0001069,11300000,2007-10-17
1000001070,076-2021-001070,BPE070,2021,CAMILO YOLANDA LOPEZ CUELLAR,SADE-0001070,1000000,2021-06-13
1000001071,076-2016-001071,BPF071,2016,ALVARO GERMAN CASTILLO HERRERA,SADE-0001071,13000000,2016-02-23
1000001072,076-2017-001072,BPG072,2017,MONICA NUBIA GAVIRIA BUITRAGO,SADE-0001072,9100000,2017-03-20
1000001073,076-2011-001073,BPH073,2011,BEATRIZ DIANA VARGAS GAVIRIA,SADE-0001073,2400000,2011-09-07
1000001074,076-2011-001074,BPI074,2011,WILLIAM LUISA CARDENAS CASTILLO,SADE-0001074,10700000,2011-04-20
1000001075,076-2018-001075,BPJ075,2018,ANA PATRICIA HERRERA ROJAS,SADE-0001075,9100000,2018-05-03
1000001076,076-2016-001076,BPK076,2016,MAURICIO ANDRES BERMUDEZ PENA,SADE-0001076,9300000,2016-02-21
1000001077,076-2020-001077,BPL077,2020,ADRIANA VALENTINA CARDENAS BERMUDEZ,SADE-0001077,14300000,2020-06-07
1000001078,076-2013-001078,BPM078,2013,PAOLA WILLIAM AGUILAR BUITRAGO,SADE-0001078,12100000,2013-11-25
1000001079,076-2015-001079,BPN079,2015,GLORIA MARIA SANCHEZ SUAREZ,SADE-0001079,13200000,2015-04-22
1000001080,076-2020-001080,BPO080,2020,SOFIA YOLANDA ROMERO AGUILAR,SADE-0001080,11600000,2020-10-24
1000001081,076-2017-001081,BPP081,2017,LUISA MAURICIO VARGAS SALAZAR,SADE-0001081,12300000,2017-03-08
1000001082,076-2009-001082,BPQ082,2009,ADRIANA DIANA QUINTERO GUTIERREZ,SADE-0001082,2100000,2009-11-07
1000001083,076-2020-001083,BPR083,2020,CAMILO YOLANDA MEDINA JIMENEZ,SADE-0001083,7000000,2020-11-20
1000001084,076-2010-001084,BPS084,2010,PAOLA LILIANA MARTINEZ MORALES,SADE-0001084,5400000,2010-01-08
1000001085,076-2019-001085,BPT085,2019,ADRIANA SOFIA GAVIRIA MORENO,SADE-0001085,11600000,2019-07-21
1000001086,076-2021-001086,BPU086,2021,CARLOS RICARDO JIMENEZ NAVARRO,SADE-0001086,3900000,2021-01-09
1000001087,076-2019-001087,BPV087,2019,YOLANDA ALEXANDRA SUAREZ RUIZ,SADE-0001087,12900000,2019-01-02
1000001088,076-2020-001088,BPW088,2020,ANA GERMAN REYES CARDENAS,SADE-0001088,2100000,2020-07-12
1000001089,076-2017-001089,BPX089,2017,ANA PAOLA CASTRO ACOSTA,SADE-0001089,3300000,2017-10-24
1000001090,076-2015-001090,BPY090,2015,SANDRA MAURICIO ROJAS SANCHEZ,SADE-0001090,6900000,2015-08-03
1000001091,076-2010-001091,BPZ091,2010,ALEJANDRO SANDRA GUTIERREZ CORREA,SADE-0001091,10400000,2010-12-24
1000001092,076-2010-001092,BQA092,2010,DIANA MONICA MORALES HERRERA,SADE-0001092,4900000,2010-04-09
1000001093,076-2014-001093,BQB093,2014,CAMILO WILLIAM ROJAS DIAZ,SADE-0001093,13000000,2014-09-12
1000001094,076-2018-001094,BQC094,2018,SANDRA GERMAN ROMERO BERMUDEZ,SADE-0001094,12600000,2018-11-08
1000001095,076-2011-001095,BQD095,2011,CLAUDIA BEATRIZ CUELLAR SALAZAR,SADE-0001095,8300000,2011-01-21
1000001096,076-2021-001096,BQE096,2021,ALEJANDRO CARLOS DIAZ ACOSTA,SADE-0001096,6900000,2021-09-13
1000001097,076-2011-001097,BQF097,2011,BEATRIZ SANDRA ROMERO ACOSTA,SADE-0001097,11800000,2011-07-01
1000001098,076-2021-001098,BQG098,2021,PAOLA WILLIAM CARDENAS RAMIREZ,SADE-0001098,6500000,2021-05-07
1000001099,076-2020-001099,BQH099,2020,HERNANDO JULIAN GUTIERREZ QUINTERO,SADE-0001099,1300000,2020-05-28
1000001100,076-2008-001100,BQI100,2008,FELIPE ANDRES QUINTERO CORREA,SADE-0001100,11300000,2008-02-27
1000001101,076-2009-001101,BQJ101,2009,WILLIAM VALENTINA TORRES PALACIOS,SADE-0001101,11200000,2009-10-24
1000001102,076-2020-001102,BQK102,2020,ALEXANDRA GERMAN BELTRAN LOPEZ,SADE-0001102,1800000,2020-11-21
1000001103,076-2009-001103,BQL103,2009,JULIAN DIEGO GOMEZ RESTREPO,SADE-0001103,5600000,2009-11-10
